,year,selling_price,km_driven,fuel,seller_type,transmission,owner
2133,2013,175000,50300,0,0,0,0
2134,2011,150000,70000,0,0,0,1
2135,2011,195000,60000,0,0,0,2
2136,2020,550000,90000,0,0,0,0
2137,2018,1500000,40000,0,0,0,0
2138,2010,400000,80000,1,0,0,1
2139,2019,1350000,15000,0,0,0,0
2140,2015,217000,45000,1,0,0,0
2141,2011,290000,130000,0,0,0,1
2142,2018,700000,80000,0,0,0,0
2143,2014,175000,40000,1,0,0,0
2144,2017,575000,80000,0,0,0,0
2145,2016,380000,100000,0,0,0,1
2146,2013,350000,151624,0,0,0,1
2147,2012,450000,160000,0,0,0,0
2148,2005,130000,110000,2,0,0,1
2149,2015,320000,74820,0,0,0,0
2150,2014,550000,82000,0,0,0,0
2151,2015,370000,50000,1,0,0,1
2152,2010,114999,70000,1,0,0,1
2153,2020,1100000,1000,1,0,0,0
2154,2006,170000,170000,0,0,0,0
2155,2008,80000,150000,0,0,0,2
2156,2019,950000,17000,0,0,0,0
2157,2014,425000,150000,0,0,0,0
2158,2015,500000,80000,0,0,0,0
2159,2005,70000,170000,1,0,0,2
2160,2013,349000,120000,0,0,0,0
2161,2012,330000,90000,1,0,0,2
2162,2010,120000,90000,1,0,0,2
2163,2013,430000,100000,0,0,0,1
2164,2014,390000,90000,0,0,0,0
2165,2012,225000,129000,0,0,0,0
2166,2010,350000,186000,0,0,1,1
2167,2009,100000,66778,0,0,0,0
2168,2014,190000,50000,1,0,0,0
2169,2014,315000,110000,0,0,0,1
2170,2015,300000,60000,0,0,0,1
2171,2016,280000,40000,1,0,0,0
2172,2017,1650000,55000,0,1,0,0
2173,2015,295000,21000,1,1,0,1
2174,2012,2050000,66363,1,1,1,1
2175,2018,1475000,11700,1,1,1,0
2176,2017,1100000,10000,1,0,1,0
2177,2014,4400000,100000,0,0,1,1
2178,2016,670000,7104,1,2,0,0
2179,2015,750000,45974,0,2,0,0
2180,2015,760000,55340,1,2,0,0
2181,2017,850000,20000,1,1,1,1
2182,2015,390000,61585,0,2,0,0
2183,2016,450000,39415,1,2,1,1
2184,2014,425000,29654,1,2,0,0
2185,2016,770000,64672,0,2,0,0
2186,2015,1150000,54634,0,2,1,1
2187,2015,775000,66521,1,2,0,0
2188,2019,720000,3000,1,0,1,0
2189,2018,1725000,23974,0,1,1,1
2190,2018,539000,10000,1,0,0,0
2191,2017,420000,50000,1,0,0,0
2192,2001,85000,70000,1,0,0,2
2193,2004,142000,73000,1,0,0,3
2194,2014,180000,76000,1,0,0,1
2195,2014,400000,120000,0,0,0,1
2196,2009,360000,170000,0,0,1,2
2197,2003,85000,110000,1,0,0,1
2198,2016,350000,63400,1,0,0,0
2199,2015,380000,25000,1,0,0,0
2200,2009,140000,80000,1,0,0,2
2201,2012,200000,90000,1,0,0,0
2202,2011,150000,157000,1,0,0,0
2203,2012,150000,80000,0,0,0,1
2204,2006,90000,40000,1,0,0,1
2205,2007,300000,100000,0,0,0,1
2206,2017,280000,50000,1,0,0,0
2207,2011,200000,40000,1,0,0,0
2208,2009,110000,38500,1,0,0,1
2209,2008,140000,103921,1,0,0,1
2210,2020,1050000,10000,0,0,0,0
2211,2018,1150000,14825,1,1,0,0
2212,2016,910000,43377,0,1,0,0
2213,2010,160000,102307,0,1,0,0
2214,2004,105000,79000,1,0,0,1
2215,2014,1200000,135000,0,0,1,2
2216,2018,300000,10500,1,0,0,0
2217,2004,70000,90000,1,0,0,3
2218,2012,160000,110000,0,0,0,0
2219,2012,160000,50000,0,0,0,0
2220,2013,225000,80000,0,0,0,0
2221,2018,790000,19571,0,1,0,0
2222,2002,145000,100000,1,0,0,0
2223,2018,1200000,29600,1,1,0,0
2224,2018,930000,20000,0,0,0,0
2225,2016,210000,30000,1,0,0,0
2226,2008,110000,154000,0,0,0,2
2227,2011,175000,70000,1,0,0,0
2228,2018,950000,15000,0,0,1,0
2229,2017,650000,40000,0,0,0,0
2230,2019,550000,51000,1,0,0,0
2231,2008,85000,120000,1,0,0,1
2232,2019,340000,50000,1,0,0,0
2233,2017,825000,13500,0,0,0,0
2234,2016,509999,35000,1,0,0,0
2235,2013,450000,1000,0,1,0,1
2236,2018,3800000,10000,0,1,1,0
2237,2013,1580000,86000,0,1,1,0
2238,2019,4950000,30000,0,1,1,0
2239,2016,535000,52600,0,0,0,0
2240,2012,225000,110000,1,0,0,1
2241,2017,550000,19890,1,1,1,0
2242,2016,670000,7104,1,2,0,0
2243,2015,625000,11918,1,2,0,0
2244,2017,520000,10510,1,1,1,0
2245,2016,239000,41000,1,1,0,0
2246,2017,2600000,47162,0,2,1,0
2247,2015,750000,45974,0,2,0,0
2248,2012,229999,49824,1,1,0,0
2249,2013,1300000,58500,0,1,1,0
2250,2005,80000,56580,1,1,0,0
2251,2012,385000,52000,0,1,0,0
2252,2015,760000,55340,1,2,0,0
2253,2017,600000,46507,0,2,0,0
2254,2013,450000,1000,0,1,0,1
2255,2018,3800000,10000,0,1,1,0
2256,2013,1580000,86000,0,1,1,0
2257,2019,4950000,30000,0,1,1,0
2258,2016,535000,52600,0,0,0,0
2259,2012,225000,110000,1,0,0,1
2260,2017,550000,19890,1,1,1,0
2261,2016,670000,7104,1,2,0,0
2262,2015,625000,11918,1,2,0,0
2263,2017,520000,10510,1,1,1,0
2264,2016,239000,41000,1,1,0,0
2265,2017,2600000,47162,0,2,1,0
2266,2015,750000,45974,0,2,0,0
2267,2012,229999,49824,1,1,0,0
2268,2013,1300000,58500,0,1,1,0
2269,2005,80000,56580,1,1,0,0
2270,2012,385000,52000,0,1,0,0
2271,2015,760000,55340,1,2,0,0
2272,2017,600000,46507,0,2,0,0
2273,2017,650000,70000,0,0,0,0
2274,2011,140000,60000,1,0,0,1
2275,2011,150000,70000,1,0,0,0
2276,2018,450000,10000,1,0,0,1
2277,2006,170000,245244,0,0,0,3
2278,2017,400000,60000,1,0,0,0
2279,2016,300000,30000,1,0,0,0
2280,2012,250000,8000,1,0,0,0
2281,2019,500000,10000,1,0,0,0
2282,2002,85000,100000,0,0,0,2
2283,2012,300000,110000,0,0,0,0
2284,2005,80000,56580,1,1,0,0
2285,2015,740000,45000,0,1,1,0
2286,2005,70000,68500,1,1,0,0
2287,2019,484999,5007,1,1,1,0
2288,2013,164000,30000,1,0,0,0
2289,2008,140000,70000,1,0,1,0
2290,2011,999000,49600,0,1,1,0
2291,2005,56000,23000,1,0,0,1
2292,2006,1050000,30000,0,1,1,0
2293,2010,190000,38000,1,1,0,0
2294,2018,3899000,22000,0,1,1,0
2295,2011,235000,43100,1,1,0,0
2296,2017,350000,10171,1,1,0,0
2297,2015,465000,41123,0,1,0,0
2298,2017,1900000,20118,1,1,1,0
2299,2014,450000,40000,0,1,0,0
2300,2015,790000,52517,0,1,0,0
2301,2019,900000,20000,0,0,0,0
2302,2014,450000,99117,0,1,0,0
2303,2009,135000,90000,1,0,0,0
2304,2019,425000,3700,1,0,0,0
2305,2010,100000,80000,0,0,0,0
2306,2015,650000,100000,0,0,0,1
2307,2011,90000,54000,0,0,0,0
2308,2017,250000,19000,1,0,0,0
2309,2014,300000,120000,0,0,0,0
2310,2014,275000,30000,1,0,0,0
2311,2017,600000,43500,1,0,0,0
2312,2016,270000,60000,1,0,0,1
2313,2016,240000,70000,1,0,0,1
2314,2014,1200000,135000,0,0,1,2
2315,2012,160000,50000,0,0,0,0
2316,2018,790000,19571,0,1,0,0
2317,2018,1200000,29600,1,1,0,0
2318,2011,175000,70000,1,0,0,0
2319,2018,950000,15000,0,0,1,0
2320,2019,340000,50000,1,0,0,0
2321,2017,825000,13500,0,0,0,0
2322,2018,3100000,22000,1,0,1,0
2323,2018,780000,25000,0,1,0,0
2324,2010,350000,80000,1,0,1,2
2325,2018,690000,39000,1,1,0,0
2326,2016,245000,60000,1,0,0,0
2327,2018,790000,49000,0,1,0,0
2328,2018,680000,48600,1,1,0,0
2329,2017,540000,20000,1,0,0,1
2330,2016,425000,25000,1,0,0,0
2331,2008,140000,120000,1,0,0,0
2332,2019,1100000,30000,0,0,0,0
2333,2015,715000,35000,0,0,0,0
2334,2013,370000,90000,1,0,0,0
2335,2007,175000,80000,0,0,0,1
2336,1998,1000000,35000,1,0,1,1
2337,2013,92800,25000,1,0,0,1
2338,2014,291000,90000,0,0,0,0
2339,2013,92800,25000,1,0,0,1
2340,2016,350000,20000,1,0,0,0
2341,1998,65000,60000,1,1,0,2
2342,2015,650000,58000,0,0,0,0
2343,2014,350000,40000,1,1,0,0
2344,2005,75000,70000,1,0,0,1
2345,2012,440000,70000,0,1,0,0
2346,2013,270000,60000,1,0,0,0
2347,2014,1150000,135000,0,1,0,0
2348,2015,238000,70000,1,1,0,0
2349,2013,1100000,40000,1,0,1,1
2350,2015,1200000,75000,0,1,0,1
2351,2010,260000,150000,0,0,0,0
2352,2012,350000,140000,0,0,0,2
2353,2015,480000,70000,0,0,0,0
2354,2012,345000,137250,0,0,0,1
2355,2013,500000,110000,0,0,0,1
2356,2017,595000,27000,1,1,0,0
2357,2019,1295000,9000,0,1,0,0
2358,2019,1350000,5400,0,1,0,4
2359,2020,541000,1000,1,1,0,4
2360,2018,515000,16000,1,1,0,0
2361,2019,894999,13000,0,1,0,4
2362,2012,325000,47000,0,1,0,0
2363,2018,925000,22000,1,0,0,0
2364,2017,844999,30000,1,0,0,0
2365,2018,925000,20000,1,0,0,0
2366,2013,300000,60000,0,0,0,0
2367,2008,650000,75000,1,0,0,1
2368,2010,175000,64000,1,1,0,0
2369,2015,325000,80000,0,0,0,0
2370,2017,600000,90000,0,0,0,0
2371,2018,700000,30000,1,0,0,0
2372,2003,95000,120000,1,0,1,1
2373,2019,490000,20000,1,1,0,0
2374,2013,380000,100000,0,0,0,0
2375,2018,550000,31000,1,1,0,0
2376,2013,225000,47000,1,1,0,0
2377,2018,570000,11200,1,0,0,0
2378,2018,305000,35000,1,1,0,0
2379,2010,240000,50000,3,1,0,0
2380,2015,700000,55000,0,1,0,0
2381,2018,288000,20000,1,1,0,0
2382,2017,800000,75000,0,1,0,0
2383,2017,430000,93000,1,1,0,0
2384,2009,195000,57000,0,1,0,1
2385,2014,325000,30000,1,1,0,0
2386,2013,450000,73000,0,1,0,0
2387,2016,630000,65000,0,1,0,0
2388,2009,250000,62000,1,1,0,1
2389,2007,135000,85000,1,1,0,0
2390,2010,110000,73000,1,0,0,0
2391,2012,350000,55000,0,1,0,0
2392,2016,240000,5800,1,0,0,1
2393,2009,350000,350000,0,0,0,0
2394,2018,600000,30000,1,0,0,0
2395,2018,750000,20000,0,0,0,0
2396,2018,270000,20000,1,0,0,0
2397,2007,90000,100000,1,0,0,1
2398,2013,350000,65000,1,0,0,0
2399,2013,285000,90000,0,0,0,1
2400,2011,665000,267000,0,0,0,1
2401,2005,175000,250000,0,0,0,1
2402,2011,350000,140000,0,0,0,1
2403,2018,1225000,22000,1,1,1,0
2404,2010,285000,60000,1,1,0,1
2405,2018,1000000,28635,1,1,0,0
2406,2018,780000,32114,0,1,0,0
2407,2014,300000,82000,1,1,0,1
2408,2006,160000,95149,1,1,0,1
2409,2018,625000,68458,1,1,0,0
2410,2010,265000,42000,1,0,0,0
2411,2014,515000,90000,0,0,0,1
2412,2016,210000,30000,1,0,0,0
2413,2009,140000,80000,1,0,0,1
2414,2015,940000,128000,0,0,0,0
2415,2013,750000,80000,0,0,0,0
2416,2016,610000,100000,0,0,0,0
2417,2015,450000,50000,0,0,0,0
2418,2012,409999,56000,0,0,0,0
2419,2018,100000,21302,1,0,0,0
2420,2016,650000,100000,0,0,0,0
2421,2017,650000,80000,0,0,0,0
2422,2010,150000,105546,1,0,0,0
2423,2018,500000,10000,1,0,0,0
2424,2012,1000000,80000,0,0,0,1
2425,2013,340000,35000,1,0,0,0
2426,2019,800000,11240,1,0,0,0
2427,2013,1010000,120000,0,0,0,0
2428,2011,350000,120000,0,0,0,2
2429,2016,595000,70000,0,0,0,0
2430,2014,700000,130000,0,0,0,2
2431,2019,265000,40000,1,0,0,0
2432,2015,320000,60000,1,0,0,1
2433,2011,310000,110000,1,0,0,0
2434,2014,700000,130000,0,0,0,0
2435,2009,130000,80000,1,0,0,1
2436,2009,150000,120000,0,0,0,1
2437,2015,300000,104000,0,0,0,1
2438,2011,150000,100000,1,0,0,1
2439,2003,120000,132343,1,0,0,1
2440,2016,950000,90000,0,0,0,1
2441,2007,100000,60000,1,0,0,1
2442,2015,450000,76000,0,0,0,0
2443,2004,30000,60000,1,0,0,2
2444,2009,200000,30000,1,0,0,1
2445,2010,250000,96000,0,0,0,1
2446,2018,1300000,10000,0,0,0,0
2447,2017,425000,36000,0,1,0,0
2448,2017,550000,12997,0,1,0,0
2449,2017,500000,40000,1,0,1,0
2450,2018,1150000,26430,0,1,0,0
2451,2015,475000,24600,1,1,0,0
2452,2011,260000,28481,1,1,0,0
2453,2013,350000,100000,1,0,0,0
2454,2013,750000,41988,0,1,0,0
2455,2009,180000,30375,1,1,0,0
2456,2017,350000,7658,1,1,1,0
2457,2017,611000,34400,0,1,0,0
2458,2017,325000,18500,1,1,0,0
2459,2015,280000,26134,1,1,0,0
2460,2014,300000,28942,1,1,1,0
2461,2012,711000,53600,0,1,0,0
2462,2015,851000,53652,0,1,0,0
2463,2011,260000,52895,0,1,0,0
2464,2013,550000,42324,0,1,0,1
2465,2016,1044999,65000,0,1,0,0
2466,2012,550000,60236,0,1,0,0
2467,2014,210000,70000,1,0,0,1
2468,2014,210000,70000,1,0,0,2
2469,2009,290000,100000,0,0,0,1
2470,2008,250999,110000,0,0,0,0
2471,2019,600000,10300,1,0,0,0
2472,2014,270000,120000,0,0,0,1
2473,2012,550000,142000,0,0,0,0
2474,2017,800000,25000,0,0,0,0
2475,2020,500000,5000,1,0,0,0
2476,2016,535000,52600,0,0,0,0
2477,2016,396000,28643,1,1,0,0
2478,2014,600000,50000,0,0,0,0
2479,2019,575000,30000,1,1,0,0
2480,2020,520000,5000,1,0,0,0
2481,2018,1400000,30000,0,0,1,0
2482,2018,600000,7600,1,0,1,0
2483,2013,195000,47253,0,1,0,0
2484,2015,281000,4432,1,1,1,1
2485,2010,75000,110000,1,0,0,1
2486,2014,400000,25000,1,0,0,0
2487,2009,93000,70000,0,0,0,1
2488,2016,560000,68523,1,1,0,0
2489,2019,400000,5000,1,0,0,0
2490,2018,459999,40000,1,0,0,0
2491,2017,450000,43000,0,0,0,0
2492,2010,88000,80251,2,1,0,1
2493,2010,250000,34500,1,0,0,1
2494,2000,22000,42743,1,1,0,2
2495,2013,130000,93900,0,0,0,1
2496,2004,79000,80000,1,0,0,0
2497,2012,120000,110000,0,0,0,0
2498,2011,1700000,100000,0,0,1,1
2499,2012,300000,25000,0,0,0,0
2500,2012,300000,25000,0,0,0,0
2501,2009,145000,25000,1,0,0,0
2502,2019,3200000,20000,0,0,1,0
2503,2013,240000,10000,1,0,0,0
2504,2018,700000,30000,0,0,0,0
2505,2010,145000,110000,1,0,0,1
2506,2014,535000,80000,0,0,0,1
2507,2016,420000,21000,1,0,0,0
2508,2016,350000,20000,1,0,0,0
2509,2015,550000,32000,0,0,0,0
2510,2007,750000,180000,0,0,0,0
2511,2012,198000,70000,0,0,0,1
2512,2013,420000,50000,0,0,0,0
2513,2013,420000,50000,0,0,0,0
2514,2004,195000,120000,0,0,0,0
2515,2012,150000,55766,1,0,0,1
2516,2011,275000,40000,1,0,0,1
2517,2001,65000,60000,1,0,0,2
2518,2008,200000,50000,1,0,0,0
2519,2010,250000,110000,0,0,0,1
2520,2013,450000,1000,0,1,0,1
2521,2018,590000,26350,0,1,0,0
2522,2012,225000,110000,1,0,0,1
2523,2015,225000,68745,0,1,0,0
2524,2006,165000,132000,1,0,0,0
2525,2019,860000,35000,0,0,0,0
2526,2016,900000,47000,0,0,0,0
2527,2013,182000,100000,0,0,0,0
2528,2010,100000,80000,0,0,0,0
2529,2006,100000,40000,1,0,0,1
2530,2017,375000,27289,1,1,1,0
2531,2018,525000,10980,1,1,1,0
2532,2016,320000,24662,1,1,0,0
2533,2013,525000,37000,0,1,0,0
2534,2014,650000,28245,0,1,0,0
2535,2017,575000,27005,0,1,0,0
2536,2014,355000,39227,1,1,0,0
2537,2016,470000,31367,0,1,0,0
2538,2008,221000,35008,1,1,0,0
2539,2009,195000,27005,1,1,0,0
2540,2001,85000,86000,1,0,0,1
2541,2013,400000,50000,0,0,0,0
2542,2017,650000,20000,0,0,0,0
2543,2010,400000,50000,1,0,0,0
2544,2012,295000,80000,0,0,0,1
2545,2006,60000,135000,3,0,0,3
2546,2003,110000,120000,0,0,0,2
2547,2015,550000,113600,0,0,0,0
2548,2008,190000,70000,1,0,0,2
2549,2018,861999,20000,0,1,0,0
2550,2018,782000,14000,1,1,0,0
2551,2018,836000,26000,0,1,0,0
2552,2016,696000,138925,1,1,0,0
2553,2016,596000,121764,0,1,0,0
2554,2016,612000,105429,1,1,0,0
2555,2015,114999,35000,1,0,0,0
2556,2017,340000,60000,0,0,0,0
2557,2020,550000,5000,1,0,0,0
2558,2008,114999,70000,1,0,0,2
2559,2000,105000,80000,1,0,0,0
2560,2019,890000,20000,0,0,0,0
2561,2019,715000,8000,1,0,0,0
2562,2014,525000,54000,1,1,0,1
2563,2012,735000,55300,0,1,1,0
2564,2016,495000,11958,1,1,0,0
2565,2017,1025000,9000,1,1,0,0
2566,2015,750000,70000,0,0,0,0
2567,2013,600000,120000,0,0,0,0
2568,2014,475000,23122,1,1,0,1
2569,2007,80000,58000,1,1,0,1
2570,2013,325000,62200,0,1,0,0
2571,2014,1470000,34000,0,1,1,1
2572,2015,350000,53000,0,0,0,1
2573,2013,2800000,49000,0,1,1,0
2574,2017,210000,15000,1,1,0,1
2575,2012,349000,44500,0,1,0,1
2576,2013,450000,50000,1,0,0,0
2577,2013,1150000,53000,0,1,1,0
2578,2009,210000,63500,1,1,1,0
2579,2018,4500000,9800,1,1,1,0
2580,2017,825000,13599,1,1,1,0
2581,2017,2750000,13000,0,0,1,0
2582,2012,160000,110000,0,0,0,0
2583,2014,550000,100000,0,0,0,1
2584,2006,95000,110000,1,0,0,2
2585,2014,725000,90000,0,0,0,1
2586,2019,670000,17000,1,0,0,0
2587,2008,65000,140000,1,0,0,0
2588,2015,500000,50000,0,0,0,1
2589,2017,600000,53000,1,0,0,0
2590,2017,350000,70000,1,0,0,1
2591,2012,200000,70000,0,0,0,1
2592,2008,110000,154000,0,0,0,2
2593,2012,150000,80000,1,0,0,0
2594,2003,75000,110000,0,0,0,1
2595,2013,350000,90000,0,0,0,1
2596,2018,1700000,15000,0,0,0,0
2597,2011,890000,86000,0,0,1,1
2598,2014,500000,120000,0,0,0,0
2599,2019,600000,5200,1,0,0,0
2600,2010,99000,60000,1,0,0,1
2601,2011,235000,46000,1,0,0,0
2602,2006,75000,40000,1,0,0,1
2603,2014,600000,90000,0,0,0,1
2604,2019,1000000,25000,0,0,0,1
2605,2012,390000,90000,0,0,0,0
2606,2015,600000,70000,0,0,0,0
2607,2017,600000,70000,1,0,0,1
2608,2019,730000,35000,0,0,0,1
2609,2017,450000,12700,1,0,1,0
2610,2011,250000,80000,0,0,0,0
2611,2018,1400000,20000,0,0,0,0
2612,2018,300000,20000,1,0,0,0
2613,2017,800000,19000,1,0,0,0
2614,2009,125000,95000,0,0,0,1
2615,2019,2600000,9500,0,0,1,0
2616,2012,300000,50000,1,0,0,0
2617,2012,295000,90000,0,0,0,0
2618,2013,650000,45839,1,1,0,0
2619,2010,200000,74510,1,1,0,0
2620,2009,130000,87293,1,1,0,0
2621,2012,250000,156040,0,1,0,0
2622,2004,400000,93415,0,1,0,0
2623,2017,430000,101159,1,1,0,0
2624,2015,170000,80000,1,0,0,1
2625,2019,450000,12000,1,0,0,0
2626,2013,350000,90000,1,0,0,0
2627,2011,130000,68519,1,1,0,0
2628,2012,180000,55130,0,1,0,0
2629,2014,475000,65239,1,1,0,0
2630,2015,470000,58182,1,1,0,0
2631,2012,200000,91245,0,1,0,0
2632,2013,650000,102989,0,1,0,0
2633,2010,400000,50000,1,0,0,0
2634,2000,100000,120000,1,0,0,0
2635,2014,409999,90000,0,0,0,0
2636,2018,640000,25000,0,0,0,0
2637,2007,160000,80000,1,0,0,1
2638,2013,182000,100000,0,0,0,0
2639,2018,750000,70000,0,0,0,0
2640,2002,150000,50000,0,0,0,2
2641,2008,80000,100000,1,0,0,1
2642,2016,240000,90000,0,0,0,2
2643,2005,60000,60000,1,0,0,2
2644,2007,70000,120000,1,0,0,2
2645,2008,285000,90000,0,0,1,1
2646,2015,350000,60000,0,0,0,1
2647,2015,699000,30000,0,0,0,1
2648,2011,275000,108000,0,0,0,1
2649,2012,350000,160000,0,0,0,1
2650,2006,135000,90000,1,0,0,2
2651,2010,325000,120000,0,0,0,2
2652,2012,650000,102000,0,0,0,1
2653,2009,300000,178000,0,0,0,1
2654,2014,1200000,200000,0,0,0,1
2655,2012,450000,60000,1,1,0,0
2656,2019,425000,3000,1,0,0,0
2657,2006,150000,75118,1,0,0,1
2658,2013,290000,140000,0,0,0,1
2659,2014,335000,60000,1,0,0,1
2660,2006,120000,79000,1,1,0,3
2661,2005,20000,25000,1,0,0,1
2662,2005,250000,70000,1,0,0,0
2663,2008,120000,41723,1,0,0,1
2664,2010,250000,70000,1,0,0,0
2665,2012,220000,70000,0,0,0,1
2666,2005,61000,4637,1,0,0,1
2667,2016,620000,70000,0,0,0,0
2668,2014,425000,100000,0,0,0,1
2669,2009,85000,120000,0,0,0,1
2670,2015,270000,40000,0,0,0,1
2671,2009,180000,220000,0,0,0,0
2672,2018,300000,20000,1,0,0,0
2673,2017,800000,19000,1,0,0,0
2674,2009,125000,95000,0,0,0,1
2675,2017,450000,30000,1,0,0,0
2676,2012,450000,42655,0,0,0,0
2677,2017,250000,43000,1,0,0,1
2678,2012,725000,70000,0,0,0,0
2679,2010,250000,55000,1,0,0,0
2680,2010,99000,80000,0,0,0,1
2681,2017,350000,55000,1,0,0,0
2682,2018,511000,70000,1,0,0,0
2683,2012,300000,80000,0,0,0,0
2684,2010,1100000,110000,1,0,1,0
2685,2010,125000,60000,1,0,0,2
2686,2018,500000,30000,1,0,0,0
2687,2013,385000,80000,0,0,0,1
2688,2012,350000,90000,1,0,0,0
2689,2003,60000,50000,1,0,0,0
2690,2012,300000,50000,1,0,0,0
2691,2012,400000,70000,0,0,0,0
2692,2014,550000,110000,0,0,0,0
2693,2012,300000,80000,1,0,0,1
2694,2012,250000,156000,0,0,0,0
2695,2012,800000,180000,0,0,0,0
2696,2018,300000,25000,1,0,0,0
2697,2004,80000,120000,1,0,0,0
2698,2020,1200000,11000,0,0,0,0
2699,2017,355000,40000,1,0,1,0
2700,2015,520000,50000,0,0,0,0
2701,2012,500000,26000,0,0,0,0
2702,2008,114999,30000,1,0,0,0
2703,2014,1800000,50000,0,0,0,0
2704,2018,800000,20000,0,0,0,0
2705,2008,105000,30000,1,0,0,1
2706,2011,135000,78000,1,0,0,0
2707,2011,170000,40000,1,0,0,1
2708,2014,550000,100000,1,0,0,0
2709,2009,250000,70000,1,0,0,2
2710,2014,650000,30000,0,0,0,1
2711,2008,210000,77000,1,0,1,2
2712,2011,260000,150000,0,0,0,0
2713,2016,750000,69000,0,0,0,0
2714,2016,1350000,120000,0,0,1,0
2715,2012,220000,120000,0,0,0,1
2716,2008,110000,110000,1,0,0,1
2717,2017,1230000,70000,0,0,1,0
2718,2013,220000,110000,0,0,0,0
2719,2009,130000,50000,0,0,0,0
2720,2012,330000,44000,1,0,0,0
2721,2010,254999,90000,1,0,0,1
2722,2014,600000,50000,1,0,0,1
2723,2012,210000,50000,1,0,0,0
2724,2014,300000,146000,0,0,0,0
2725,2018,426000,15000,1,0,1,0
2726,2015,265000,60000,1,0,0,0
2727,2016,450000,35000,1,0,0,1
2728,2012,480000,80000,0,0,0,0
2729,2010,40000,90000,1,0,0,0
2730,2011,395000,70000,1,0,0,1
2731,2013,229999,62000,1,0,0,1
2732,2018,875000,10000,1,0,1,0
2733,2010,170000,80000,2,0,0,3
2734,2015,500000,35000,1,0,0,1
2735,2013,450000,1000,0,1,0,1
2736,2018,3800000,10000,0,1,1,0
2737,2013,1580000,86000,0,1,1,0
2738,2019,4950000,30000,0,1,1,0
2739,2016,535000,52600,0,0,0,0
2740,2012,225000,110000,1,0,0,1
2741,2017,550000,19890,1,1,1,0
2742,2016,670000,7104,1,2,0,0
2743,2015,625000,11918,1,2,0,0
2744,2017,520000,10510,1,1,1,0
2745,2016,239000,41000,1,1,0,0
2746,2017,2600000,47162,0,2,1,0
2747,2015,750000,45974,0,2,0,0
2748,2012,229999,49824,1,1,0,0
2749,2013,1300000,58500,0,1,1,0
2750,2005,80000,56580,1,1,0,0
2751,2012,385000,52000,0,1,0,0
2752,2015,760000,55340,1,2,0,0
2753,2017,600000,46507,0,2,0,0
2754,2019,450000,40000,1,0,0,0
2755,2019,450000,40000,1,0,0,0
2756,2012,550000,120000,0,0,0,2
2757,2013,200000,60000,1,0,0,0
2758,2008,80000,90000,1,0,0,1
2759,2010,300000,250000,0,0,0,1
2760,2019,675000,15000,0,0,0,0
2761,2017,260000,30000,1,0,0,0
2762,2019,500000,15000,1,0,0,0
2763,2012,150000,55766,1,0,0,1
2764,2006,100000,80000,1,0,0,0
2765,2001,70000,117000,1,0,0,1
2766,2004,100000,70000,1,0,0,0
2767,2012,730000,110000,0,0,0,1
2768,2016,525000,100000,0,0,0,1
2769,2016,525000,105000,0,0,0,1
2770,2009,550000,182000,0,0,0,2
2771,2012,420000,95000,0,0,0,1
2772,2015,500000,70000,1,0,0,0
2773,2009,165000,76000,1,0,0,1
2774,2014,650000,70000,0,0,0,1
2775,2013,195000,46000,0,0,0,0
2776,1999,75000,70000,1,0,0,0
2777,2005,100000,120000,0,0,0,1
2778,2017,1770000,25000,0,0,0,0
2779,2006,90000,90000,1,0,0,0
2780,2016,515000,50000,0,0,0,0
2781,2017,700000,24585,0,1,0,4
2782,2001,62000,70000,1,0,0,0
2783,2011,220000,110000,0,0,0,2
2784,2019,520000,10000,2,0,0,0
2785,2010,170000,100000,1,0,0,0
2786,2011,190000,110000,0,0,0,1
2787,2011,150000,100000,0,0,0,1
2788,2009,125000,65000,1,0,0,0
2789,2015,290000,40000,0,0,0,2
2790,2019,490000,13900,1,0,0,0
2791,2017,434999,17563,1,0,0,0
2792,2016,380000,15000,1,0,0,0
2793,2012,200000,82000,0,0,0,1
2794,2016,495000,40000,0,0,0,0
2795,2014,894999,173000,0,0,0,2
2796,2014,600000,151000,0,0,0,1
2797,2015,300000,50000,1,0,0,0
2798,2017,430000,15000,1,0,0,0
2799,2017,370000,80000,0,0,0,0
2800,2019,750000,11000,1,0,0,0
2801,2016,300000,50000,2,0,0,0
2802,2012,700000,120000,0,0,1,1
2803,2007,100000,70000,3,0,0,2
2804,2015,300000,90000,1,0,0,0
2805,2012,130000,185000,0,0,0,1
2806,2016,650000,40000,0,0,0,0
2807,2017,509999,25000,0,0,0,0
2808,2013,1000000,117780,0,0,0,1
2809,2010,280000,120000,0,0,0,1
2810,2017,600000,120000,0,0,0,0
2811,2013,210000,120000,0,0,0,2
2812,2014,1150000,110000,0,0,1,1
2813,2018,229999,30000,1,0,0,0
2814,2018,245000,30000,1,0,0,0
2815,2015,600000,60000,0,0,0,0
2816,2016,375000,25000,1,0,0,0
2817,2015,150000,55000,0,0,0,1
2818,2018,1450000,20000,0,0,0,0
2819,2014,500000,100000,0,0,0,1
2820,2007,75000,40000,1,0,0,1
2821,2006,225000,80000,1,0,1,2
2822,2006,275000,80000,1,0,1,3
2823,2018,620000,35000,0,0,0,0
2824,2010,600000,110000,0,0,0,1
2825,2011,275000,160000,0,0,0,0
2826,2013,125000,125000,0,0,0,0
